churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
0,49,O,489,1,0,98,1,0,210,0,0,12,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,50,1.67,1
0,46,NA,415,0,0,4,0,0,12,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,3,0.1,0
0,58,R,541,0,0,0,0,0,5,0,0,0,1,1,1,1,0,2,NA,0,0,0,0,Scorpio,0,0,1,0.03,0
0,31,R,520,0,0,0,0,0,134,0,0,5,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,46,1.53,0
0,25,R,NA,60,1,76,53,0,274,0,0,29,1,0,0,0,1,0,Weekly,0,0,0,0,Virgo,0,0,62,2.07,0
0,25,R,NA,3,0,74,3,0,174,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,47,1.57,1
0,42,NA,532,0,0,3,0,0,5,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,3,0.1,0
0,17,R,620,16,3,27,15,0,76,0,0,4,1,1,1,0,1,0,Semi-Monthly,0,1,0,0,Virgo,0,0,20,0.67,0
0,42,NA,593,0,0,0,0,2,207,0,0,26,1,0,0,1,0,0,Monthly,0,0,0,0,Cancer,0,0,67,2.23,0
0,27,NA,582,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,NA,0,0
1,38,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,NA,0,0,NA,0,0
0,29,R,543,5,0,47,5,0,110,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,28,0.93,0
1,20,NA,NA,2,0,12,2,0,16,0,0,1,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,7,0.5,0
1,31,R,531,0,0,0,0,1,154,0,0,20,1,1,1,1,0,0,NA,0,0,0,0,Pisces,1,0,57,1.9,0
0,31,R,528,7,3,168,7,0,308,0,0,62,1,1,1,1,0,3,Bi-Weekly,0,0,0,0,Leo,0,0,65,2.17,1
0,32,R,586,51,2,139,51,0,295,0,0,119,1,1,1,1,0,0,NA,0,0,0,0,Aries,0,0,67,2.23,1
0,30,R,448,0,0,121,0,0,290,0,0,14,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,65,2.17,0
1,53,NA,NA,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,Monthly,0,0,0,0,Sagittarius,0,0,4,0.13,0
1,36,NA,431,11,2,30,11,0,44,0,0,2,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,15,0.83,1
1,34,NA,494,7,1,31,7,0,79,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,30,1,0
0,30,NA,NA,0,0,20,0,0,30,0,0,2,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Virgo,0,0,13,0.5,0
1,36,NA,NA,0,0,9,0,0,15,0,0,2,1,1,1,0,1,0,Monthly,0,0,1,0,Aquarius,1,0,5,0.17,0
0,32,NA,540,0,0,15,0,0,40,0,0,8,1,1,1,0,1,0,Monthly,0,1,0,0,Virgo,0,0,8,0.89,1
1,30,NA,525,0,0,8,0,0,145,0,0,19,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,22,0.73,1
0,55,R,NA,0,0,53,0,0,202,0,0,0,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,NA,0,0,57,1.9,0
1,23,R,537,0,0,7,0,0,5,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,6,0.2,1
0,39,NA,NA,0,0,22,0,0,68,0,0,2,1,1,1,1,0,0,Monthly,0,0,0,0,Virgo,0,0,18,0.69,0
0,31,R,650,2,1,0,2,0,213,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,66,2.2,0
0,45,NA,NA,0,0,27,0,0,44,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,19,0.63,1
0,25,NA,527,0,0,67,0,0,135,0,0,4,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Virgo,1,0,38,1.27,0
1,28,R,NA,0,0,44,0,0,65,0,0,11,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,28,0.93,1
0,23,R,572,0,0,55,0,0,81,0,0,7,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,32,1.07,0
0,24,NA,546,0,0,9,0,0,30,0,0,2,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,12,0.4,1
0,33,NA,NA,0,0,27,0,0,34,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,6,0.38,0
0,34,R,585,0,0,34,0,0,250,0,0,10,1,1,1,0,1,2,Weekly,0,0,0,0,Pisces,0,0,61,2.03,0
0,31,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Aries,0,0,NA,0,0
0,26,R,470,0,0,40,0,0,142,0,0,12,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,42,1.4,0
0,32,R,NA,0,0,0,0,0,256,0,0,11,1,1,1,0,1,2,NA,0,0,0,0,Libra,0,0,77,2.57,0
1,26,NA,547,0,0,0,0,0,122,0,0,1,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Cancer,0,0,47,1.57,0
0,21,NA,NA,0,0,16,0,0,31,0,0,7,1,1,1,0,1,0,NA,0,0,0,0,NA,0,0,6,0.67,0
0,33,R,552,0,0,0,0,0,181,0,0,12,1,0,0,1,1,3,Bi-Weekly,0,0,0,0,Taurus,0,0,61,2.03,0
0,21,NA,486,0,0,37,0,0,109,0,0,8,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,37,1.23,0
0,25,R,513,31,0,149,31,0,299,0,0,27,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,68,2.27,0
0,24,R,543,24,0,30,24,0,79,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,29,0.97,0
0,39,R,539,1,0,26,1,0,60,0,0,3,1,0,0,0,1,0,NA,0,0,0,0,Capricorn,0,0,16,0,1
1,38,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,Gemini,0,1,NA,0,0
1,38,R,392,1,0,114,1,0,154,0,0,21,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,52,1.73,1
1,23,NA,525,0,0,7,0,0,18,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,6,0.2,0
0,33,NA,NA,0,0,7,0,0,15,0,0,1,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,6,0.86,0
1,35,R,561,2,0,59,2,0,105,0,0,2,1,1,1,0,1,0,NA,0,0,0,0,NA,0,0,29,0.97,1
1,28,NA,598,0,0,0,0,0,57,1,0,10,1,0,0,0,1,2,Bi-Weekly,0,0,1,0,Aquarius,0,0,24,0.8,0
0,19,NA,NA,0,0,7,0,0,15,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,8,0.27,0
1,31,NA,491,0,0,14,0,0,30,0,0,3,1,1,1,1,0,3,Bi-Weekly,0,0,0,0,NA,0,0,11,0.37,0
0,33,NA,565,0,0,29,0,0,40,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,20,0.67,0
1,20,NA,554,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1,0,0
1,25,R,535,7,1,24,6,0,66,0,0,19,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,13,0.43,0
0,54,NA,NA,1,0,13,0,0,13,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,1,0,10,0.33,0
1,36,R,501,0,0,0,0,0,202,0,0,35,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Sagittarius,1,0,56,1.87,0
0,25,R,625,6,0,45,6,0,100,0,0,12,1,1,1,0,1,0,NA,0,0,0,0,Taurus,0,0,30,1,0
0,20,R,547,0,0,46,0,0,193,0,0,7,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,53,1.77,1
0,39,NA,553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aries,1,0,NA,0,0
1,28,NA,607,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1,0.5,1
1,22,NA,562,0,0,0,0,0,45,0,3,8,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,20,0.67,0
1,31,R,NA,0,0,0,0,0,21,0,0,0,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,19,0.63,0
0,33,R,375,25,3,99,23,0,230,0,0,30,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,42,1.4,1
0,23,NA,NA,0,0,0,0,0,116,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,57,1.9,0
1,52,NA,NA,0,0,0,0,0,83,0,0,5,1,1,1,0,1,2,Weekly,0,0,0,0,Cancer,0,0,40,1.33,0
1,28,R,526,1,0,61,1,0,124,0,0,10,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,24,0.8,1
1,40,NA,NA,2,1,9,2,0,21,0,0,9,1,0,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,5,0.17,1
1,22,NA,480,0,0,43,0,0,100,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,21,0.7,1
0,53,NA,561,1,0,80,1,0,90,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,42,1.4,0
1,27,NA,NA,0,0,0,0,0,5,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,NA,0,0,4,0.13,0
1,23,R,NA,0,0,59,0,0,155,0,0,7,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,34,1.13,0
0,30,NA,505,0,0,0,0,0,80,0,0,11,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,30,1,0
1,20,R,617,0,0,0,0,1,217,1,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,56,1.87,1
1,22,R,494,0,0,100,0,0,175,0,0,6,1,1,1,0,1,0,NA,0,0,0,0,Aquarius,0,0,51,1.7,1
0,27,NA,494,0,0,101,0,0,129,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,30,0,1
1,35,R,540,0,0,0,0,0,42,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,24,0.8,0
1,22,R,NA,0,0,0,0,0,207,0,0,3,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,62,2.07,1
0,41,R,527,4,1,0,4,3,129,0,0,21,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,48,1.6,0
1,28,R,585,0,0,0,0,0,20,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,11,0.37,0
0,41,NA,580,16,3,25,16,0,59,0,0,8,1,0,0,0,1,0,Monthly,0,0,0,0,Leo,0,0,18,0.6,1
0,52,R,417,52,2,58,51,0,217,0,0,19,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,59,1.97,1
0,42,R,581,6,0,13,6,3,80,0,0,22,1,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,40,1.33,1
1,28,NA,NA,0,0,3,0,0,7,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,2,0.14,0
0,28,NA,NA,0,0,30,0,0,47,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,11,0.92,0
1,27,NA,461,2,2,20,2,0,30,0,0,0,1,0,0,1,0,3,Monthly,0,0,0,0,Aries,0,0,16,0.67,1
1,21,R,NA,1,0,5,1,0,1,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,1,NA,0,0
1,28,R,589,0,0,0,0,0,43,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,25,0.83,0
0,53,NA,709,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,NA,0,0
0,52,O,494,3,1,88,3,0,287,0,0,21,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,58,1.93,1
1,35,R,510,4,0,69,4,0,245,0,0,25,1,1,1,1,0,0,NA,0,0,0,0,Aries,0,0,47,1.57,1
1,20,R,NA,0,0,0,0,0,155,0,0,9,1,1,1,0,1,0,NA,0,0,0,0,Leo,1,0,42,1.4,0
1,34,O,681,4,0,54,4,0,65,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,42,1.4,0
0,30,R,NA,0,0,0,0,0,31,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,21,0.7,0
0,63,R,511,0,0,0,0,2,267,4,0,123,1,1,1,0,1,4,Semi-Monthly,0,0,1,0,Scorpio,1,0,87,2.9,0
1,20,NA,NA,0,0,4,0,0,0,0,0,0,1,0,0,0,1,3,Bi-Weekly,0,0,0,0,Taurus,0,0,1,0.11,0
1,30,R,NA,0,0,0,0,0,4,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,1,0,4,0.13,0
0,23,R,419,36,4,87,35,0,191,0,0,8,1,1,1,0,1,0,NA,0,0,0,0,Sagittarius,0,0,34,1.13,1
0,37,NA,NA,0,0,4,0,0,100,0,0,2,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Pisces,0,0,28,0.93,1
0,30,R,548,45,3,57,45,0,211,0,0,26,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,54,1.8,1
0,23,R,509,0,0,6,0,0,6,0,0,3,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,3,0.33,0
0,33,NA,NA,1,1,69,1,0,158,0,0,32,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,43,1.43,1
0,23,R,655,0,0,12,0,0,287,0,0,10,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,1,0,64,2.13,1
0,38,O,630,0,0,1,0,0,168,0,0,16,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,46,1.53,1
0,37,R,524,0,0,25,0,0,40,0,0,3,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,21,0.7,0
0,38,NA,607,0,0,0,0,0,204,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,NA,0,0
0,21,NA,488,0,0,16,0,0,32,0,0,3,1,0,0,1,1,3,NA,0,0,0,0,Virgo,0,0,9,0.3,1
0,28,O,NA,0,0,13,0,0,4,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1,0.5,0
1,41,R,NA,0,0,0,0,0,63,0,0,7,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,31,1.03,0
0,32,R,587,8,0,3,8,2,279,0,0,24,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,62,2.07,1
1,33,R,619,0,0,49,0,0,191,0,0,9,1,0,0,0,1,2,Weekly,0,0,0,0,Scorpio,1,0,48,1.6,0
1,33,O,598,0,0,0,0,0,133,0,0,12,1,0,0,0,1,0,NA,0,0,0,0,Libra,0,0,57,1.9,0
0,33,NA,526,0,0,41,0,0,75,0,0,12,1,1,1,1,0,2,Semi-Monthly,0,0,0,0,Aries,0,0,19,0.9,1
1,35,NA,NA,0,0,0,0,0,128,0,0,7,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,40,1.33,1
0,32,R,NA,0,0,99,0,0,263,0,0,20,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,62,2.07,1
0,31,O,515,0,0,0,0,0,288,0,0,13,1,0,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,65,2.17,1
1,22,R,517,8,1,14,8,0,47,0,0,21,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,9,0.3,0
1,24,R,441,2,0,67,2,0,140,0,0,13,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,31,1.03,1
0,50,R,476,54,5,67,47,0,214,0,0,24,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,62,2.07,1
0,21,NA,NA,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2,0.07,0
1,48,R,437,0,0,26,0,0,30,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,NA,0,0,19,0.83,0
1,35,R,499,0,0,0,0,0,49,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,30,1,0
1,24,NA,499,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,NA,0,0,0,0,Scorpio,0,0,NA,0,0
0,42,R,566,0,0,30,0,0,45,0,0,7,1,1,1,1,0,0,NA,0,0,0,0,Capricorn,1,0,16,0.53,0
0,27,NA,NA,0,0,0,0,0,10,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,7,0.23,0
1,41,NA,522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,NA,0,0
0,23,NA,583,0,0,0,0,0,263,0,0,9,1,1,1,0,1,0,NA,0,0,0,0,Pisces,0,0,61,2.03,1
1,25,NA,591,0,0,0,0,0,10,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,4,0.13,1
1,24,NA,652,0,0,0,0,0,181,0,0,7,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,1,68,2.27,0
0,35,NA,612,0,0,0,0,0,104,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,53,1.77,0
1,31,NA,NA,0,0,11,0,0,15,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,1,0,7,0.23,0
0,62,R,441,0,0,90,0,0,260,0,0,12,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,51,1.7,1
1,47,NA,518,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,NA,0,0,NA,0,0
0,28,R,587,13,0,52,13,0,159,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,34,1.13,0
0,25,R,552,2,0,93,2,0,202,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,56,1.87,0
0,27,NA,NA,0,0,43,0,0,80,0,0,3,1,1,1,1,0,0,NA,0,0,0,0,Libra,0,0,15,0.5,1
0,49,R,607,5,1,115,5,0,234,0,0,38,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,64,2.13,1
0,38,R,663,0,0,54,0,0,274,0,0,22,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,66,2.2,0
0,25,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,Gemini,0,0,1,0.03,0
0,50,NA,619,0,0,0,0,0,80,0,0,4,1,1,1,1,0,2,Weekly,0,0,1,0,Leo,0,1,37,1.23,0
0,33,R,575,14,2,43,14,0,108,0,0,54,1,1,1,1,0,2,Weekly,0,0,0,0,Aquarius,0,0,25,0.83,1
1,25,NA,NA,1,0,8,1,0,5,0,0,3,1,1,1,1,0,0,NA,0,0,0,0,Taurus,0,0,4,0.13,0
1,33,NA,NA,1,0,17,1,0,214,0,0,27,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,53,1.77,1
0,35,R,560,0,0,0,0,0,260,0,0,47,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,66,2.2,1
0,43,NA,471,0,0,8,0,0,14,0,0,1,1,0,0,1,0,0,NA,0,0,0,0,Gemini,0,0,4,0.67,0
0,40,NA,558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,NA,0,0
0,32,NA,NA,0,0,2,0,0,1,0,0,0,1,1,1,1,1,4,Semi-Monthly,0,0,0,0,Gemini,0,0,1,0.03,0
0,47,O,617,0,0,0,0,2,282,1,0,51,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,1,0,67,2.23,1
0,29,O,545,0,0,0,0,0,237,2,0,10,1,1,1,0,1,0,NA,0,0,0,0,Libra,1,1,67,2.23,0
0,24,NA,NA,0,0,42,0,0,74,0,0,3,1,0,0,1,0,0,NA,0,0,0,0,Sagittarius,0,0,17,0.89,1
0,43,NA,505,1,1,47,1,0,66,0,0,12,1,1,1,1,0,0,NA,0,0,0,0,Libra,0,0,8,0.27,1
0,40,R,500,7,0,90,7,3,287,15,0,15,1,1,1,0,1,0,NA,0,0,0,0,Sagittarius,0,0,64,2.13,1
0,56,O,532,0,0,46,0,0,87,0,0,16,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,18,0.95,0
1,20,NA,NA,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,NA,0,0
0,34,NA,478,2,0,49,2,0,271,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,59,1.97,0
1,23,NA,448,0,0,0,0,0,12,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,11,0.37,0
1,22,R,527,0,0,0,0,0,46,0,0,0,1,1,1,1,0,2,Weekly,0,0,0,0,Gemini,1,1,30,1,0
0,27,O,483,0,0,0,0,0,101,0,0,5,1,0,0,0,1,2,Weekly,0,0,0,0,Sagittarius,0,0,27,0.9,0
0,33,R,593,0,0,0,0,0,233,0,0,32,1,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,64,2.13,0
0,30,R,589,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,2,0.07,0
0,30,R,604,1,1,105,1,0,279,0,0,35,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,NA,1,0,58,1.93,1
0,30,NA,542,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,NA,0,1
1,27,O,508,0,0,27,0,0,50,0,0,9,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,12,0.4,0
0,25,NA,NA,0,0,53,0,0,30,0,0,4,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,NA,0,0,16,0.89,0
0,28,R,625,0,0,65,0,0,205,0,0,8,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,51,1.7,0
0,35,NA,NA,0,0,0,0,0,74,0,0,1,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,46,1.53,0
1,28,R,NA,10,11,15,10,0,39,0,0,29,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,8,1.14,1
1,29,R,519,0,0,0,0,0,45,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,15,0.5,0
0,29,R,606,0,0,69,0,0,147,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,39,1.3,1
0,22,NA,592,0,0,44,0,0,77,0,0,1,1,1,1,0,1,0,NA,0,0,0,0,Scorpio,0,0,25,0.96,0
0,32,R,589,0,0,157,0,0,221,0,0,22,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,51,1.7,1
0,32,NA,507,0,0,0,0,0,78,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,45,1.5,0
1,21,R,525,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,10,0.33,0
1,19,NA,625,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,NA,1,0,NA,0,0
0,29,NA,551,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,1,0,2,0.07,0
1,69,NA,NA,0,0,0,0,0,8,0,0,0,1,0,0,1,0,2,Monthly,0,0,0,0,Gemini,0,0,1,0.03,0
1,38,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,NA,0,0,NA,0,0
0,24,R,544,1,0,66,1,0,132,0,0,15,1,1,1,1,1,3,Weekly,0,0,0,0,Libra,0,0,31,1.03,1
0,35,R,577,6,1,116,6,0,209,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,47,1.57,1
0,34,R,598,0,0,0,0,1,214,0,0,10,1,0,0,1,0,2,Weekly,0,0,0,0,NA,0,1,66,2.2,0
1,26,NA,497,1,0,8,1,0,71,0,0,4,1,0,0,0,1,0,NA,0,0,0,0,Virgo,0,0,9,0.3,1
1,29,R,489,0,0,0,0,0,246,0,0,19,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,66,2.2,0
0,26,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,NA,0,0
0,34,R,616,0,0,0,0,1,93,0,0,1,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,42,1.4,0
0,24,NA,595,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,NA,0,1
0,27,R,574,0,0,0,0,0,106,0,0,4,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,50,1.67,0
0,31,NA,516,0,0,26,0,0,64,0,0,3,1,0,0,1,0,0,Weekly,0,0,0,0,Leo,1,0,23,0.77,0
0,27,R,614,0,0,0,0,0,250,0,0,5,1,1,1,0,1,0,NA,0,0,0,0,Leo,0,0,68,2.27,1
1,41,R,527,26,7,96,24,0,240,0,0,34,1,1,1,0,1,0,NA,0,0,0,0,Aries,1,0,55,1.83,1
0,30,NA,NA,0,0,25,0,0,51,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,22,0.73,0
0,21,NA,NA,1,0,34,1,0,76,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,32,1.07,1
0,29,NA,578,0,0,3,0,0,9,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1,0.06,0
1,28,NA,507,0,0,9,0,0,17,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,1,0,Aries,1,0,5,0.31,0
0,42,NA,505,12,3,21,12,0,46,0,0,7,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,13,0.68,1
